application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,current_loans,customer_type,DTI,LTV,CCR,ITI,CWI,currency_code,session_flagged,created_at,session_user_name,session_user_email
APP_0001,26,3355320000.0,26,1856064000.0,24,1653432000.0,car,0,552,675192000.0,679272000.0,4,bank,0.2012302850398755,1.1225523638105304,0.8908270404468696,0.0230487703100679,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0002,57,2814672000.0,3,1603992000.0,24,764184000.0,real_estate,0,511,909792000.0,1438152000.0,3,bank,0.3232319787172332,2.0989604597844886,0.4764263163407227,0.0237445073519098,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0003,44,2943864000.0,27,2179584000.0,12,4293192000.0,real_estate,0,755,906624000.0,6982512000.0,1,bank,0.3079707486487122,0.507683793317417,1.9697300035235863,0.0616985023713264,0.6710815283513206,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0004,35,2234688000.0,25,1294368000.0,36,873696000.0,real_estate,0,504,638904000.0,2249904000.0,2,bank,0.2859029985393903,1.481485551038307,0.6749981458132338,0.0160893452086678,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0005,43,931752000.0,15,1763184000.0,72,2928360000.0,car,1,690,308904000.0,2402136000.0,2,non-bank,0.3315302784431824,0.6021062984059288,1.6608363052296071,0.0262823870153494,0.4417490609514863,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0006,63,1772760000.0,22,769176000.0,12,1280760000.0,real_estate,0,555,631416000.0,5747256000.0,3,bank,0.3561768090435205,0.6005621662137993,1.6651065555867055,0.0361571786336885,0.4282110249439382,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0007,58,3591096000.0,15,2316120000.0,24,772728000.0,deposit,1,314,992136000.0,1557960000.0,4,bank,0.276276657599795,2.997328943690313,0.3336303818454967,0.0268734113473931,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0008,57,732504000.0,8,1541256000.0,12,3769704000.0,real_estate,0,591,1164768000.0,3814224000.0,1,bank,1.5901182792175357,0.4088533211095593,2.445864930939404,0.1753410220139311,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0009,41,3237600000.0,23,1902960000.0,48,854232000.0,land,0,327,1113000000.0,2230872000.0,2,non-bank,0.3437731653076327,2.2276852190036744,0.4488964560474152,0.0122451816157566,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0010,55,2653464000.0,7,1170480000.0,24,3280392000.0,land,0,812,217752000.0,1617624000.0,0,bank,0.0820632953754028,0.3568110152689043,2.8026040598728152,0.0183797481322405,1.6546764304625972,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0011,37,1451712000.0,9,2096304000.0,60,3385776000.0,car,0,630,716856000.0,6952032000.0,3,bank,0.493800423224433,0.6191502332109345,1.6151168914432072,0.0240670325790632,0.3113719101160632,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0012,51,2933952000.0,15,289104000.0,48,469512000.0,deposit,2,504,125496000.0,1631280000.0,2,bank,0.0427737059092987,0.6157542299238044,1.624024572472055,0.0020528624871417,0.5973327289290878,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0013,49,3110688000.0,25,380136000.0,60,988920000.0,real_estate,0,567,802728000.0,896208000.0,2,bank,0.2580548097398369,0.3843950976823108,2.601489993054953,0.0020367198510086,1.1882177975969692,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0014,31,729648000.0,11,1276224000.0,48,3852408000.0,real_estate,0,640,1190784000.0,4930584000.0,2,bank,1.6319978948752834,0.3312795529445458,3.0185986159168983,0.0364394886293736,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0015,32,919248000.0,14,1789896000.0,36,2529600000.0,car,0,443,63072000.0,6276408000.0,1,bank,0.0686126050858945,0.7075806451612836,1.41326646911327,0.0540869638356036,0.3849111800727808,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0016,23,2597232000.0,1,1965000000.0,72,751176000.0,real_estate,1,458,787872000.0,1127352000.0,2,non-bank,0.3033506440702997,2.615898271510188,0.3822778625954152,0.0105079818307672,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0017,27,3597312000.0,3,1123392000.0,36,4762080000.0,car,0,530,1134600000.0,5166576000.0,3,bank,0.3154021669513215,0.2359036387460929,4.239018971115958,0.008674625201391,1.5692961394644145,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0018,40,671880000.0,1,1601232000.0,72,1413048000.0,car,0,442,1016616000.0,4003896000.0,1,non-bank,1.5130916235041432,1.1331759430677322,0.882475493869707,0.0331001567735662,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0019,42,2597040000.0,2,1381056000.0,72,210456000.0,deposit,1,716,470976000.0,6016920000.0,0,bank,0.1813510766102931,6.562207777396902,0.1523877380786849,0.0073858443971085,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0020,28,1009560000.0,26,2312256000.0,48,4450536000.0,car,1,357,124704000.0,1123584000.0,1,bank,0.1235231189825241,0.5195455109227265,1.924759196213548,0.0477158366010888,0.8105300559894923,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0021,39,2550360000.0,25,1611336000.0,60,268392000.0,deposit,2,754,1108680000.0,7032240000.0,0,bank,0.4347150990448366,6.003666279173209,0.166564887770146,0.0105301212376104,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0022,47,2469936000.0,24,1070400000.0,24,2741856000.0,deposit,0,491,1105584000.0,4549008000.0,1,bank,0.4476164564587864,0.3903924932600365,2.5615246636770728,0.0180571480387108,0.8625605270489604,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0023,31,871320000.0,1,2331168000.0,60,4768128000.0,deposit,0,608,694752000.0,6101376000.0,3,bank,0.7973557361244789,0.4889063380848812,2.04538154264298,0.0445907358942195,0.2118405731779465,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0024,35,2642184000.0,2,364536000.0,60,2854536000.0,real_estate,0,386,1174656000.0,2759256000.0,0,bank,0.4445776675659186,0.1277041172365655,7.830601092895659,0.0022994613546591,1.4534778413313385,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0025,37,3291096000.0,8,2364816000.0,72,2886000000.0,deposit,1,511,5520000.0,6805920000.0,3,bank,0.0016772528057522,0.8194095634095566,1.2203909310491683,0.0099798567608511,0.2200212797417224,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0026,43,3190320000.0,16,471144000.0,24,1980696000.0,land,0,715,739920000.0,4599480000.0,1,non-bank,0.2319265778981401,0.2378679009802586,4.204014059395639,0.0061533012359831,1.756120228163299,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0027,37,686976000.0,10,777144000.0,60,776784000.0,deposit,1,448,46248000.0,1123464000.0,4,bank,0.0673211291224124,1.0004634492986155,0.9995367653870788,0.0188542248925489,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0028,53,1337736000.0,14,1992936000.0,36,2830944000.0,car,0,372,1122816000.0,6663384000.0,3,non-bank,0.8393404976766566,0.703982841059372,1.420489167740442,0.041382853815547,0.0675555804215396,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0029,35,1322472000.0,5,1792944000.0,24,4326768000.0,deposit,0,587,816480000.0,5778672000.0,1,non-bank,0.6173892528537355,0.4143841315272716,2.413219821701036,0.0564896648071837,0.5407130918629514,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0030,40,1959864000.0,21,2332392000.0,24,611784000.0,land,1,389,1096104000.0,2329392000.0,2,bank,0.5592755415681836,3.812443607547612,0.2622989617525672,0.0495866039663719,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0031,37,1029048000.0,9,1829952000.0,48,4248792000.0,real_estate,0,473,675192000.0,4037880000.0,0,bank,0.6561326585348636,0.4306993611360569,2.321805162102582,0.037047834502574,0.4545256270271149,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0032,29,3163032000.0,1,1572360000.0,24,2104512000.0,car,1,547,99912000.0,2940888000.0,0,bank,0.0315874135955625,0.7471375786880674,1.3384415782644992,0.0207127212109361,0.3277510841539492,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0033,51,2930280000.0,22,909984000.0,12,2662800000.0,real_estate,0,610,31824000.0,4022712000.0,4,bank,0.010860395593595,0.3417395223073425,2.926205295917214,0.0258787556116412,1.90528594440911,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0034,31,3025032000.0,27,130728000.0,36,954168000.0,deposit,0,651,402672000.0,6958992000.0,4,bank,0.1331133026030788,0.137007319465751,7.298880117494528,0.0012004280725732,2.244350624118154,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0035,34,1194600000.0,0,402408000.0,48,3057216000.0,car,0,672,892128000.0,6496488000.0,0,bank,0.74680060271219,0.131625635872636,7.5973042285437105,0.0070178302359159,0.6596155968517017,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0036,55,643704000.0,13,798912000.0,24,1032264000.0,real_estate,0,764,181224000.0,1740144000.0,1,non-bank,0.2815331270273188,0.7739415498360706,1.292087238644518,0.0517132097961357,0.2098550049841901,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0037,62,3331896000.0,24,213336000.0,72,1450824000.0,land,0,336,1022568000.0,7003752000.0,0,non-bank,0.3069027364599593,0.147044713900512,6.800652491843087,0.0008892834590151,1.7735429241527028,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0038,50,1466712000.0,21,1278648000.0,60,3517176000.0,car,0,499,287376000.0,3288096000.0,1,bank,0.1959321257342922,0.3635439341107728,2.750699176004604,0.0145296418108288,1.4076809649287678,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0039,61,2568792000.0,25,1892328000.0,48,424776000.0,real_estate,0,300,595680000.0,5145672000.0,1,non-bank,0.2318910990068461,4.454884456748717,0.2244727129757603,0.0153470970009165,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0040,58,3328296000.0,12,2316216000.0,72,2252592000.0,deposit,0,305,243696000.0,5558976000.0,1,bank,0.0732194492316783,1.0282447953291032,0.9725310592794352,0.0096655065133088,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0041,42,708480000.0,11,1236504000.0,36,2931744000.0,deposit,0,416,558888000.0,3601248000.0,2,bank,0.7888550135501088,0.4217639739349649,2.3709943518176595,0.0484803146629094,0.2894785838374228,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0042,54,616416000.0,21,2115000000.0,12,800376000.0,land,0,628,542592000.0,3418320000.0,0,bank,0.8802367232517957,2.642508021229943,0.3784283687943219,0.2859270362633443,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0043,35,616272000.0,4,2367024000.0,12,1550208000.0,land,0,791,6552000.0,3416568000.0,4,bank,0.0106316691331096,1.5269073569482052,0.6549185813071537,0.3200729547724943,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0044,41,1068960000.0,7,2080392000.0,72,1774848000.0,car,0,725,681360000.0,6243336000.0,3,bank,0.6374045801526574,1.1721522068368513,0.8531315252125462,0.0270303223066638,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0045,44,754968000.0,18,1180128000.0,72,3249960000.0,land,0,655,943968000.0,2928936000.0,3,bank,1.250341736338454,0.3631207768710973,2.753904661189239,0.0217104124498501,0.0,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
APP_0046,63,3059928000.0,20,861576000.0,60,4692672000.0,land,1,727,1123512000.0,2188248000.0,0,bank,0.3671694235942777,0.1836003027699348,5.446614111813548,0.0046927901570757,1.5499280729266778,VND,False,2025-10-23 10:27:21,dzoan nguyen,dzoan
