application_id,score,decision,top_feature,shap,explanation,proposed_loan_option,proposed_consolidation_loan
APP_0002,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 8.9% APR, requested=$15,505",
APP_0005,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 6.62% APR, requested=$9,196",
APP_0007,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 6.66% APR, requested=$70,027",
APP_0008,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 8.59% APR, requested=$31,971",
APP_0011,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 8.17% APR, requested=$9,105",
APP_0012,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 8.11% APR, requested=$15,109",
APP_0014,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 8.74% APR, requested=$99,914",
APP_0016,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 6.91% APR, requested=$68,240",
APP_0020,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 7.53% APR, requested=$13,591",
APP_0021,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 9.2% APR, requested=$69,669",
APP_0022,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 7.11% APR, requested=$90,218",
APP_0024,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 9.15% APR, requested=$7,754",
APP_0026,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 9.35% APR, requested=$27,878",
APP_0029,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 9.03% APR, requested=$86,162",
APP_0037,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 8.44% APR, requested=$91,396",
APP_0038,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 8.16% APR, requested=$8,435",
APP_0040,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 9.14% APR, requested=$5,515",
APP_0041,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 9.49% APR, requested=$19,850",
APP_0044,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 8.25% APR, requested=$62,562",
APP_0045,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 6.78% APR, requested=$98,104",
APP_0046,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 8.97% APR, requested=$81,140",
APP_0047,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 7.06% APR, requested=$96,502",
APP_0049,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 8.19% APR, requested=$32,340",
APP_0051,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 8.86% APR, requested=$28,263",
APP_0053,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 8.08% APR, requested=$68,567",
APP_0054,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 9.34% APR, requested=$81,091",
APP_0062,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 7.77% APR, requested=$84,608",
APP_0063,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 8.64% APR, requested=$47,422",
APP_0064,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 7.49% APR, requested=$8,814",
APP_0066,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 8.92% APR, requested=$24,169",
APP_0068,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 6.75% APR, requested=$16,867",
APP_0069,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 8.14% APR, requested=$71,250",
APP_0070,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 7.15% APR, requested=$52,930",
APP_0073,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 8.34% APR, requested=$57,085",
APP_0078,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 9.48% APR, requested=$19,745",
APP_0079,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 7.24% APR, requested=$82,266",
APP_0083,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 9.45% APR, requested=$6,496",
APP_0084,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 6.8% APR, requested=$30,722",
APP_0086,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 8.79% APR, requested=$72,440",
APP_0088,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 8.87% APR, requested=$98,119",
APP_0089,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 7.4% APR, requested=$76,195",
APP_0090,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 6.52% APR, requested=$63,096",
APP_0094,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 7.41% APR, requested=$63,549",
APP_0095,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 7.19% APR, requested=$5,416",
APP_0100,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 6.69% APR, requested=$72,409",
APP_0105,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 7.75% APR, requested=$78,174",
APP_0106,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 7.64% APR, requested=$22,435",
APP_0108,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 8.78% APR, requested=$98,102",
APP_0109,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 8.42% APR, requested=$61,236",
APP_0110,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 8.65% APR, requested=$48,563",
APP_0114,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 7.27% APR, requested=$65,458",
APP_0115,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 8.7% APR, requested=$87,905",
APP_0116,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 7.22% APR, requested=$59,379",
APP_0117,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 6.88% APR, requested=$47,421",
APP_0118,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 8.04% APR, requested=$18,787",
APP_0122,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 7.84% APR, requested=$33,627",
APP_0123,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 7.12% APR, requested=$44,744",
APP_0125,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 7.64% APR, requested=$56,066",
APP_0129,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 7.91% APR, requested=$47,054",
