application_id,score
APP_0001,4.552089054874101e-103
APP_0002,4.3181137558615434e-19
APP_0003,5.074673308164761e-23
APP_0004,2.0643517537266666e-66
APP_0005,3.050963396444646e-87
APP_0006,2.1338267578165767e-108
APP_0007,1.5392393515841102e-112
APP_0008,1.0116281267287175e-21
APP_0009,7.238839990647518e-94
APP_0010,1.0
APP_0011,1.9056301322616062e-66
APP_0012,0.9999999999890261
APP_0013,1.0
APP_0014,4.918529890324935e-18
APP_0015,1.0
APP_0016,4.195889775903259e-93
APP_0017,2.4959470766382656e-72
APP_0018,3.930501209216606e-71
APP_0019,1.5306726567783568e-90
APP_0020,2.5928116386896235e-57
APP_0021,1.5410156865978605e-57
APP_0022,1.0
APP_0023,1.0208228873979326e-56
APP_0024,1.0
APP_0025,1.0
APP_0026,1.0
APP_0027,4.533073688557802e-96
APP_0028,1.0
APP_0029,0.9999980662902936
APP_0030,1.0
APP_0031,5.327239927442356e-45
APP_0032,1.0
APP_0033,5.270902270570432e-05
APP_0034,2.7289263350842537e-99
APP_0035,1.0513645928212533e-37
APP_0036,8.277798916517264e-88
APP_0037,1.0
APP_0038,4.729241209602616e-56
APP_0039,5.012481692827109e-70
APP_0040,4.635812808979166e-06
APP_0041,1.679383460681866e-31
APP_0042,7.303217125297554e-94
APP_0043,1.0
APP_0044,1.0
APP_0045,1.0
APP_0046,0.9859148404070184
APP_0047,1.861625569393237e-36
APP_0048,1.8523934261082715e-08
APP_0049,1.6439448083307616e-08
APP_0050,3.976114636287763e-81
APP_0051,2.944274856165541e-100
APP_0052,9.357616033665088e-65
APP_0053,5.731905409327109e-29
APP_0054,1.699444992598792e-82
APP_0055,4.41814387987291e-92
APP_0056,1.0
APP_0057,5.932134954571881e-41
APP_0058,0.007787980172335189
APP_0059,4.470187280584601e-15
APP_0060,1.0
APP_0061,1.0
APP_0062,2.670743214150449e-59
APP_0063,1.0
APP_0064,5.04219925780428e-44
APP_0065,1.0
APP_0066,5.205903529786794e-33
APP_0067,1.4071087050249644e-94
APP_0068,1.0
APP_0069,7.033372501595046e-104
APP_0070,1.0
APP_0071,2.4049106478557064e-103
APP_0072,2.106407537912761e-74
APP_0073,0.9992810105081957
APP_0074,1.0
APP_0075,9.41327938177181e-34
APP_0076,3.3197909653955644e-89
APP_0077,4.280405747029302e-68
APP_0078,1.0
APP_0079,1.0
APP_0080,1.6066164749120514e-94
APP_0081,4.946372810067131e-41
APP_0082,3.7988233134473963e-66
APP_0083,1.9812156152496584e-76
APP_0084,1.0
APP_0085,0.9957381978827566
APP_0086,1.624383515876003e-78
APP_0087,0.9999999896219028
APP_0088,8.853824547203623e-36
APP_0089,2.181299478575438e-105
APP_0090,4.884318136692323e-25
APP_0091,3.428052461482247e-74
APP_0092,3.0073762368697065e-65
APP_0093,1.0
APP_0094,1.0
APP_0095,1.4999379714000417e-92
APP_0096,1.0
APP_0097,0.825483783159724
APP_0098,1.0
APP_0099,1.0
APP_0100,3.6481567461375274e-55
APP_0101,2.1260025222087657e-10
APP_0102,7.513657147937664e-09
APP_0103,1.0
APP_0104,2.8138463797940854e-69
APP_0105,2.1336057544400752e-54
APP_0106,5.06210293223968e-66
APP_0107,9.463010723327493e-61
APP_0108,6.150597339016205e-82
APP_0109,5.532284683057657e-108
APP_0110,1.0
APP_0111,5.253315726328667e-98
APP_0112,1.0
APP_0113,1.4925034344885846e-113
APP_0114,1.0
APP_0115,1.5059415681701982e-47
APP_0116,6.819913581468212e-10
APP_0117,5.078118450124601e-58
APP_0118,3.5797171448380756e-19
APP_0119,1.0083369996153165e-29
APP_0120,6.632182330067789e-12
APP_0121,1.623154663732103e-39
APP_0122,1.9542060721965352e-06
APP_0123,1.0
APP_0124,1.955358072157911e-32
APP_0125,6.1870769937631115e-43
APP_0126,1.2071747548628594e-94
APP_0127,3.3831752212190803e-44
APP_0128,2.0024677901138775e-93
APP_0129,1.2607619586102062e-78
APP_0130,1.0
APP_0131,1.1489304403867443e-93
APP_0132,4.2854936772921265e-24
APP_0133,1.0
APP_0134,1.0
APP_0135,4.406519039756667e-89
APP_0136,6.400078142793166e-81
APP_0137,7.20841185911446e-40
APP_0138,1.2230647644446335e-10
APP_0139,1.0
APP_0140,1.2878817106594437e-68
APP_0141,2.21340783717351e-80
APP_0142,7.446667661302141e-64
APP_0143,1.0
APP_0144,4.798974565691823e-112
APP_0145,5.522703586369841e-38
APP_0146,1.9893285780864597e-92
APP_0147,5.299940293057221e-82
APP_0148,1.0
APP_0149,7.123119171308211e-116
APP_0150,1.485011255403547e-56
APP_0151,1.0
APP_0152,0.04418186132749818
APP_0153,2.203694721615711e-105
APP_0154,3.1145838039420873e-22
APP_0155,1.0
APP_0156,9.87630101171685e-36
APP_0157,3.9307314644118627e-11
APP_0158,1.0674643692013886e-10
APP_0159,0.9999999997086968
APP_0160,5.900900588311901e-75
APP_0161,1.0
APP_0162,1.0
APP_0163,3.5071860318486403e-87
APP_0164,1.0
APP_0165,1.0
APP_0166,1.0
APP_0167,2.709743870886822e-41
APP_0168,2.2020600165240682e-23
APP_0169,1.0
APP_0170,3.252157002116245e-84
APP_0171,1.0
APP_0172,1.0
APP_0173,1.0
APP_0174,6.981729877891598e-47
APP_0175,0.00253192610309993
APP_0176,4.203883545790095e-105
APP_0177,1.0
APP_0178,1.3054526996457818e-48
APP_0179,1.213059688793791e-107
APP_0180,1.0
APP_0181,0.9999999999999998
APP_0182,0.9999999969287925
APP_0183,7.151044167469815e-108
APP_0184,1.0
APP_0185,0.9999999993425297
APP_0186,1.0
APP_0187,1.0
APP_0188,1.0776504698316009e-73
APP_0189,9.17245110503533e-75
APP_0190,1.0
APP_0191,9.09814499371888e-14
APP_0192,6.721843023865101e-30
APP_0193,2.2633742914674454e-58
