application_id,score
APP_0001,1.0
APP_0002,1.0
APP_0003,1.0
APP_0004,0.0
APP_0005,1.0
APP_0006,4.9317162356880445e-05
APP_0007,0.0
APP_0008,1.0
APP_0009,1.0
APP_0010,1.0
APP_0011,1.0
APP_0012,1.0
APP_0013,1.0
APP_0014,1.0
APP_0015,1.0
APP_0016,1.0
APP_0017,1.0
APP_0018,1.0
APP_0019,1.0
APP_0020,1.0
APP_0021,1.0
APP_0022,1.0
APP_0023,0.0
APP_0024,1.640024562028725e-132
APP_0025,1.0
APP_0026,1.0
APP_0027,1.0
APP_0028,1.0
APP_0029,1.0
APP_0030,1.0
APP_0031,1.0
APP_0032,1.0
APP_0033,1.0
APP_0034,1.0
APP_0035,1.0
APP_0036,1.0
APP_0037,0.0
APP_0038,1.0
APP_0039,1.0
APP_0040,1.0
APP_0041,1.0
APP_0042,1.0
APP_0043,1.0
APP_0044,1.0
APP_0045,1.0
APP_0046,1.0
APP_0047,1.0
APP_0048,1.0
APP_0049,1.0
APP_0050,1.0
APP_0051,1.0
APP_0052,1.0
APP_0053,1.0760017372872818e-39
APP_0054,1.0
APP_0055,1.0
APP_0056,1.4222089241167597e-135
APP_0057,1.0
APP_0058,1.0
APP_0059,2.0146118284601436e-194
APP_0060,1.0
APP_0061,0.0
APP_0062,1.0
APP_0063,1.0
APP_0064,0.0
APP_0065,1.0
APP_0066,1.0
APP_0067,1.5442346181024344e-82
APP_0068,1.0
APP_0069,1.0
APP_0070,1.0
APP_0071,1.0
APP_0072,1.0
APP_0073,1.0
APP_0074,0.0
APP_0075,1.0
APP_0076,1.0
APP_0077,1.0
APP_0078,1.0
APP_0079,1.0
APP_0080,1.0
APP_0081,1.0
APP_0082,0.0
APP_0083,1.0
APP_0084,1.0
APP_0085,1.0
APP_0086,1.0
APP_0087,1.4870092300054483e-89
APP_0088,0.9999995250547498
APP_0089,1.0
APP_0090,1.0
APP_0091,1.0
APP_0092,1.0
APP_0093,1.0
APP_0094,1.0
APP_0095,0.9997746933573832
APP_0096,1.0
APP_0097,1.0
APP_0098,1.0
APP_0099,1.0
APP_0100,8.138341429692667e-159
APP_0101,1.0
APP_0102,1.0
APP_0103,0.0
APP_0104,1.0
APP_0105,1.0
APP_0106,1.0
APP_0107,3.827005523538002e-35
APP_0108,1.0
APP_0109,2.0593376430727885e-166
APP_0110,1.0
APP_0111,1.0
APP_0112,1.0
APP_0113,1.0
APP_0114,1.0
APP_0115,1.0
APP_0116,1.0
APP_0117,2.941439234923176e-167
APP_0118,1.0
APP_0119,0.0
APP_0120,1.0
APP_0121,1.0
APP_0122,1.0
APP_0123,1.0
APP_0124,1.0
APP_0125,1.0
APP_0126,0.0
APP_0127,1.0
APP_0128,0.0
APP_0129,1.0
APP_0130,1.0
APP_0131,1.0
APP_0132,1.0
APP_0133,1.0
APP_0134,1.0
APP_0135,1.0995227397038652e-209
APP_0136,1.0
APP_0137,1.0
APP_0138,1.0
APP_0139,1.0
APP_0140,1.0
APP_0141,1.0
APP_0142,1.0
APP_0143,1.0
APP_0144,0.0
APP_0145,1.0
APP_0146,1.0
APP_0147,1.0
APP_0148,5.064625806479355e-234
APP_0149,7.316472632780549e-107
APP_0150,0.0
APP_0151,1.0
APP_0152,3.2563243860026482e-161
APP_0153,4.1453840114641695e-174
APP_0154,1.0
APP_0155,1.0
APP_0156,1.0
APP_0157,1.0
APP_0158,4.452813335957112e-219
APP_0159,8.884963868821824e-05
APP_0160,1.0
APP_0161,1.4453713429139753e-230
APP_0162,1.0
APP_0163,1.0
APP_0164,1.0
APP_0165,1.0
APP_0166,1.0
APP_0167,1.0
APP_0168,1.0
APP_0169,0.0
APP_0170,0.0
APP_0171,1.0
APP_0172,1.0
APP_0173,9.091240869605e-286
APP_0174,1.0
APP_0175,1.0
APP_0176,1.0
APP_0177,1.0
APP_0178,1.0
APP_0179,1.0
APP_0180,1.0
APP_0181,1.0
APP_0182,1.0
APP_0183,0.0
APP_0184,2.125551254192356e-125
APP_0185,1.0
APP_0186,1.0
APP_0187,1.0
APP_0188,1.0
APP_0189,1.0
APP_0190,1.0
APP_0191,1.3440282978621555e-127
APP_0192,1.0
APP_0193,1.0
APP_0194,1.0
APP_0195,1.0
APP_0196,7.496162691170304e-55
APP_0197,1.0
APP_0198,1.2642758057582325e-272
APP_0199,2.2392437977261934e-288
APP_0200,1.0
