application_id,score
APP_0001,1.0
APP_0002,1.0
APP_0003,1.0
APP_0004,1.0
APP_0005,4.113055572978846e-69
APP_0006,1.0
APP_0007,1.0
APP_0008,6.6351967774855e-70
APP_0009,1.0
APP_0010,1.0
APP_0011,1.9433859989506308e-53
APP_0012,1.0
APP_0013,1.0
APP_0014,1.9347843601017413e-49
APP_0015,2.2174593734277253e-71
APP_0016,1.0
APP_0017,1.0
APP_0018,1.6755977960635247e-74
APP_0019,1.0
APP_0020,2.904998649922241e-109
APP_0021,1.0
APP_0022,1.0
APP_0023,7.446398606527054e-123
APP_0024,1.0
APP_0025,1.0
APP_0026,1.0
APP_0027,6.044079255065078e-07
APP_0028,1.7115288700539835e-53
APP_0029,2.9722012372857243e-42
APP_0030,4.664784413882845e-24
APP_0031,3.23029339289281e-69
APP_0032,1.0
APP_0033,1.0
APP_0034,1.0
APP_0035,1.0
APP_0036,8.681451567283158e-13
APP_0037,1.0
APP_0038,0.9999999999997811
APP_0039,1.0
APP_0040,1.0
APP_0041,4.71445448186017e-46
APP_0042,3.1851451130099908e-118
APP_0043,1.0066827502652827e-139
APP_0044,2.877436199228856e-80
APP_0045,1.8158498106322496e-38
APP_0046,1.0
APP_0047,0.9999976339613912
APP_0048,1.0
APP_0049,1.0
APP_0050,1.0
APP_0051,1.4852218167952334e-50
APP_0052,4.086688215712498e-08
APP_0053,1.0
APP_0054,1.0
APP_0055,1.8813837765793014e-55
APP_0056,1.0
APP_0057,1.0
APP_0058,1.0
APP_0059,1.0
APP_0060,5.247026315049655e-13
APP_0061,1.0
APP_0062,1.0
APP_0063,1.0
APP_0064,1.0
APP_0065,1.0
APP_0066,4.555054769855386e-27
APP_0067,1.0
APP_0068,1.0
APP_0069,1.0
APP_0070,6.132206354599624e-103
APP_0071,4.632203827668155e-59
APP_0072,1.0
APP_0073,1.0
APP_0074,1.0
APP_0075,1.0
APP_0076,1.0
APP_0077,1.0
APP_0078,3.892847839950643e-82
APP_0079,1.0
APP_0080,1.0
APP_0081,1.7141720620259014e-74
APP_0082,1.0
APP_0083,1.0
APP_0084,2.594169287889683e-115
APP_0085,1.0
APP_0086,0.9999999999999998
APP_0087,1.082500723491118e-06
APP_0088,0.999999999999998
APP_0089,1.0
APP_0090,1.0
APP_0091,1.0
APP_0092,1.0
APP_0093,1.0
APP_0094,1.0
APP_0095,9.626820546601814e-71
APP_0096,1.2914946818278488e-42
APP_0097,1.0
APP_0098,4.125682444381192e-99
APP_0099,1.7761503553294143e-24
APP_0100,2.2775154834870728e-39
APP_0101,1.0
APP_0102,1.0
APP_0103,1.0
APP_0104,1.0
APP_0105,1.0
APP_0106,1.0
APP_0107,1.1129051128669874e-93
APP_0108,1.0
APP_0109,1.0
APP_0110,9.374177213683807e-17
APP_0111,1.0
APP_0112,1.0
APP_0113,1.0
APP_0114,1.0
APP_0115,1.0
APP_0116,1.0
APP_0117,1.0
APP_0118,1.0
APP_0119,1.0
APP_0120,1.0
APP_0121,9.948858063456239e-92
APP_0122,1.411929501572582e-60
APP_0123,1.0
APP_0124,1.0
APP_0125,1.0
APP_0126,1.0
APP_0127,1.0
APP_0128,1.0
APP_0129,1.0
APP_0130,1.0
APP_0131,1.0
APP_0132,1.0
APP_0133,1.0
APP_0134,1.148745905208794e-41
APP_0135,1.0
APP_0136,0.9999999999999978
APP_0137,1.0
APP_0138,1.0
APP_0139,1.0
APP_0140,1.0
APP_0141,1.0
APP_0142,1.0
APP_0143,1.4063503527526634e-120
APP_0144,1.0
APP_0145,1.4736881701483976e-57
APP_0146,1.0
APP_0147,2.328554222963146e-06
APP_0148,1.0
APP_0149,1.0
APP_0150,1.0
APP_0151,1.6803777855416133e-23
APP_0152,1.0
APP_0153,1.0
APP_0154,1.0
APP_0155,1.0
APP_0156,1.0
APP_0157,1.0
APP_0158,1.0
APP_0159,1.0
APP_0160,1.0
APP_0161,1.0
APP_0162,1.0
APP_0163,1.0
APP_0164,1.0
APP_0165,1.0
APP_0166,1.0
APP_0167,4.178891239771809e-68
APP_0168,1.0135565036175017e-48
APP_0169,1.0
APP_0170,1.0
APP_0171,1.0
APP_0172,1.441322919209359e-91
APP_0173,7.776030544888564e-79
APP_0174,1.0838491134222335e-113
APP_0175,1.0
APP_0176,1.0
APP_0177,1.0
APP_0178,0.9999999991460073
APP_0179,1.0
APP_0180,1.0
APP_0181,1.0
APP_0182,1.0
APP_0183,1.0
APP_0184,1.0
APP_0185,1.0
APP_0186,7.237578328215336e-65
APP_0187,1.0
APP_0188,1.0
APP_0189,1.0
APP_0190,1.6449926600929643e-92
APP_0191,0.999999999954102
APP_0192,1.0
APP_0193,1.0
APP_0194,1.0
APP_0195,0.9999999998051505
APP_0196,1.0
APP_0197,1.0
APP_0198,1.0
APP_0199,1.0
APP_0200,1.0
