application_id,score,decision
APP_0001,0.00648050829101075,deny
APP_0002,0.9966819619786282,deny
APP_0003,0.999040520226368,approve
APP_0005,0.0005114077887648469,deny
APP_0006,0.9963764462766583,deny
APP_0007,0.9996622307800627,approve
APP_0008,0.9994905966879777,approve
APP_0009,0.0037023674032368825,deny
APP_0011,0.008628743885650715,deny
APP_0013,0.9829805756252538,deny
APP_0014,0.012557722179690202,deny
APP_0017,0.0009970616011196792,deny
APP_0018,0.0005534536216498804,deny
APP_0019,0.9854628416209987,deny
APP_0021,0.0017253714643414712,deny
APP_0022,0.9978698637257126,deny
APP_0024,0.9924901923693132,deny
APP_0025,0.9997098746736793,approve
APP_0026,0.998656848786908,approve
APP_0027,0.004098863048818008,deny
APP_0030,0.9991464779645113,approve
APP_0033,0.05012890174838379,deny
APP_0034,0.99703374074275,deny
APP_0036,0.9992209684443949,approve
APP_0037,0.9999164518461829,approve
APP_0038,0.0029974597097192223,deny
APP_0039,0.0006942293891586776,deny
APP_0041,0.9844654016310577,deny
APP_0044,0.9998353712102424,approve
APP_0045,0.9997538302132459,approve
APP_0046,0.0002767733356926019,deny
APP_0047,0.002898290715471281,deny
APP_0049,0.9982962653094852,approve
APP_0050,0.0003428534551723431,deny
APP_0059,0.9939130196795929,deny
APP_0063,0.9996989293232313,approve
APP_0064,0.9989657881220506,approve
APP_0066,0.004953396165292697,deny
APP_0067,0.9659053601348657,deny
APP_0069,0.006136058857032325,deny
APP_0070,0.9968660875590455,deny
APP_0072,0.00028064326500212546,deny
APP_0073,0.014324407771519509,deny
APP_0074,0.9999050824405711,approve
APP_0075,0.03460836777376313,deny
APP_0077,0.9989476808626353,approve
APP_0079,0.9932088065924514,deny
APP_0080,0.983018658810239,deny
APP_0081,0.004823007137000539,deny
APP_0083,0.999681948288671,approve
APP_0084,0.9977209433831302,deny
APP_0086,0.9998255248089916,approve
APP_0088,0.9983265015452742,approve
APP_0089,0.9965621087424099,deny
APP_0090,0.003594425278511154,deny
APP_0091,0.004664790162175985,deny
APP_0092,0.01905477557193931,deny
APP_0093,0.999850337490677,approve
APP_0095,0.9981983657183907,approve
APP_0100,0.006984814644197988,deny
APP_0101,0.007417439831902703,deny
APP_0102,0.9975200223025626,deny
APP_0103,0.9959478124870715,deny
APP_0105,0.011839843123436916,deny
APP_0106,0.0034114015832470966,deny
APP_0108,0.999528393506572,approve
APP_0109,0.9990803779216496,approve
APP_0110,0.9973770573396985,deny
APP_0111,0.9987362125783846,approve
APP_0112,0.9980398305642103,approve
APP_0113,0.0004076313162770523,deny
APP_0115,0.00047310100635472135,deny
APP_0116,0.9806942511926386,deny
APP_0117,0.9991884415985984,approve
APP_0119,0.9987192691569993,approve
APP_0120,0.9981294275723345,approve
APP_0122,0.0018419938982478085,deny
APP_0123,0.9985185724301455,approve
APP_0125,0.9992982554613307,approve
APP_0127,0.995655249529941,deny
APP_0129,0.995915535595793,deny
APP_0130,0.9998603042505158,approve
APP_0131,0.003938346987656282,deny
APP_0132,0.0137405934708388,deny
APP_0133,0.9998851218673266,approve
APP_0134,0.9999206769114695,approve
APP_0135,0.9994944468026593,approve
APP_0137,0.9975539337601835,deny
APP_0138,0.9919104687255521,deny
APP_0139,0.9868812271959008,deny
APP_0144,0.9996618967160674,approve
APP_0145,0.0017802435052182047,deny
APP_0148,0.9998913146321212,approve
APP_0151,0.9960738623556317,deny
APP_0152,0.0011943346480899853,deny
APP_0153,0.007494132584961741,deny
APP_0154,0.9971151944584835,deny
APP_0155,0.9984361496465343,approve
APP_0157,0.001029750107325745,deny
APP_0158,0.9996797598496199,approve
APP_0160,0.0037632614129675364,deny
APP_0161,0.999900462478023,approve
APP_0167,0.014494012315416001,deny
APP_0168,0.006214155662406747,deny
APP_0171,0.9996997890984796,approve
APP_0172,0.9997272817644899,approve
APP_0173,0.9830404791627049,deny
APP_0176,0.00028793600277876016,deny
APP_0177,0.998818628990872,approve
APP_0180,0.9982781732881605,approve
APP_0181,0.018403457008526136,deny
APP_0183,0.9994437985195335,approve
APP_0185,0.019483317045247094,deny
APP_0186,0.9962639138276901,deny
APP_0188,0.9955567300287712,deny
APP_0189,0.9974810531102093,deny
APP_0190,0.983196610638193,deny
APP_0192,0.974094726807157,deny
APP_0193,0.0040306778573806126,deny
APP_0195,0.9999388575517713,approve
APP_0196,0.9989853731673878,approve
APP_0197,0.0005387283673762406,deny
APP_0200,0.9916564419254821,deny
