application_id,score
APP_0001,0.5011869304790096
APP_0002,0.5212552768144129
APP_0003,0.47487241073970166
APP_0004,0.6384379382207337
APP_0005,0.36936688934985873
APP_0006,0.2944550577020932
APP_0007,0.528217950038874
APP_0008,0.0324570060201518
APP_0009,0.7549497780315331
APP_0010,0.24662262112775185
APP_0011,0.42836766373336316
APP_0012,0.2742696267655745
APP_0013,0.8095189264396065
APP_0014,0.08816277996502993
APP_0015,0.5131639215189941
APP_0016,0.86157522098506
APP_0017,0.6693084026096349
APP_0018,0.11451502823243877
APP_0019,0.9309750689239065
APP_0020,0.2606400114882787
APP_0021,0.9590170970229629
APP_0022,0.5911913792694136
APP_0023,0.2303595795359269
APP_0024,0.6766113637588611
APP_0025,0.29945066336641485
APP_0026,0.5807946552377814
APP_0027,0.5480581906897599
APP_0028,0.33670359075394485
APP_0029,0.3111033930767323
APP_0030,0.7577488936570144
APP_0031,0.2841644030521772
APP_0032,0.19600470186730326
APP_0033,0.4043616912982366
APP_0034,0.7384427681456031
APP_0035,0.5229613626164709
APP_0036,0.272366585031181
APP_0037,0.851439537541917
APP_0038,0.38050570705149994
APP_0039,0.7701068549589467
APP_0040,0.3948671878313452
APP_0041,0.1634912766498417
APP_0042,0.5899716823064068
APP_0043,0.7151010734302512
APP_0044,0.5521262158047913
APP_0045,0.10701345339818912
APP_0046,0.5124961054386584
APP_0047,0.11388384240381916
APP_0048,0.6038619879930024
APP_0049,0.8993054653041683
APP_0050,0.6896563528610341
APP_0051,0.22533163160984465
APP_0052,0.5375451708905902
APP_0053,0.5201179415198965
APP_0054,0.6003344273492707
APP_0055,0.29800368300085384
APP_0056,0.767637288847292
APP_0057,0.5062122668555182
APP_0058,0.6516990797924191
APP_0059,0.39494183448018766
APP_0060,0.5224985511334603
APP_0061,0.4581025661917037
APP_0062,0.5551626812500019
APP_0063,0.34025381778685243
APP_0064,0.35258835676117184
APP_0065,0.5305265421453684
APP_0066,0.25436523860447285
APP_0067,0.041543751864040995
APP_0068,0.4635870164571086
APP_0069,0.32180034072266134
APP_0070,0.2863918254294546
APP_0071,0.28974620322145306
APP_0072,0.477793676556761
APP_0073,0.18364168110816842
APP_0074,0.7472827341442727
APP_0075,0.7773814259857983
APP_0076,0.4539133423489923
APP_0077,0.3302470265786449
APP_0078,0.2697682682064594
APP_0079,0.8979200004630846
APP_0080,0.5159153842360537
APP_0081,0.07405062680691438
APP_0082,0.471463461900308
APP_0083,0.49888758962997504
APP_0084,0.4481716257941737
APP_0085,0.23329878349874492
APP_0086,0.030532786991666734
APP_0087,0.4784296270450267
APP_0088,0.040777936240149935
APP_0089,0.31294937208457146
APP_0090,0.40320590973215753
APP_0091,0.528350496218387
APP_0092,0.8210896503165346
APP_0093,0.37301188805332347
APP_0094,0.5619825876474679
APP_0095,0.45546275067648434
APP_0096,0.4244750265388815
APP_0097,0.7502571110627319
APP_0098,0.09692756556605203
APP_0099,0.15110886683041663
APP_0100,0.4899442833613061
APP_0101,0.6835991237440807
APP_0102,0.37475961965945953
APP_0103,0.41427895311437307
APP_0104,0.7015031983544382
APP_0105,0.3865441476178339
APP_0106,0.6068510890995742
APP_0107,0.21632961356305852
APP_0108,0.2552430387290486
APP_0109,0.3293803257317066
APP_0110,0.41753621078474984
APP_0111,0.24210760511265164
APP_0112,0.16911965992213937
APP_0113,0.409697114064085
APP_0114,0.5804425015336694
APP_0115,0.573669155112184
APP_0116,0.4868631782397458
APP_0117,0.3104331668088362
APP_0118,0.6956552077935668
APP_0119,0.512784067034737
APP_0120,0.16366099148785507
APP_0121,0.28185515765219293
APP_0122,0.33633244209678587
APP_0123,0.5496061480167939
APP_0124,0.3300557851184145
APP_0125,0.43642829826522017
APP_0126,0.35391531500763884
APP_0127,0.6620654115900557
APP_0128,0.2764531626339636
APP_0129,0.24663799249975382
APP_0130,0.32548708095368656
APP_0131,0.1966806974482267
APP_0132,0.585865682014811
APP_0133,0.08185164382537959
APP_0134,0.25867542730566107
APP_0135,0.417841770275269
APP_0136,0.9845138511896939
APP_0137,0.33316216069522886
APP_0138,0.3623575927298435
APP_0139,0.37024440988050067
APP_0140,0.5311406424955576
APP_0141,0.9188271964628607
APP_0142,0.2369893479200433
APP_0143,0.19522099483648217
APP_0144,0.3684902087160047
APP_0145,0.39414613649037106
APP_0146,0.3060864404613812
APP_0147,0.42395578280756097
APP_0148,0.10013501010027315
APP_0149,0.5525999533419196
APP_0150,0.6513923254653666
APP_0151,0.44344601679170526
APP_0152,0.7626038562305189
APP_0153,0.5893709022283935
APP_0154,0.5355646632156047
APP_0155,0.7328259404665369
APP_0156,0.7443848783428437
APP_0157,0.4947933388024912
APP_0158,0.6296615662166407
APP_0159,0.4618677137164721
APP_0160,0.7101564053208139
APP_0161,0.40805473831736616
APP_0162,0.520656241456667
APP_0163,0.4715246538478758
APP_0164,0.4949094337526902
APP_0165,0.400514423001935
APP_0166,0.9429148955595938
APP_0167,0.18651655354356766
APP_0168,0.5930855558710116
APP_0169,0.20351268500862124
APP_0170,0.6269744300318225
APP_0171,0.5225663266227545
APP_0172,0.10652871600783531
APP_0173,0.411952952672681
APP_0174,0.3473370779207444
APP_0175,0.8757026025518484
APP_0176,0.39471928377402604
APP_0177,0.22505616778657378
APP_0178,0.8058422903823468
APP_0179,0.47961383229616406
APP_0180,0.9022697850766795
APP_0181,0.6366042244774246
APP_0182,0.6543474996710371
APP_0183,0.3466378456833686
APP_0184,0.632729915602439
APP_0185,0.41388018744578614
APP_0186,0.3989742046180714
APP_0187,0.42386039537949666
APP_0188,0.6328469263249464
APP_0189,0.3062542345759941
APP_0190,0.26170746435674574
APP_0191,0.35657269089907934
APP_0192,0.4631557973700585
APP_0193,0.6402772957431832
APP_0194,0.38426415443536066
APP_0195,0.6365835991301837
APP_0196,0.8190123308179099
APP_0197,0.6671900225997542
APP_0198,0.937168684896979
APP_0199,0.6670997421691425
APP_0200,0.8003604299125056
