application_id,score,decision
APP_0001,0.8007514160826519,approve
APP_0002,0.9314358997623907,approve
APP_0003,0.9607565796666856,approve
APP_0004,0.2637000312978586,deny
APP_0005,0.24133007089293673,deny
APP_0006,0.9001424146790814,approve
APP_0007,0.5344012515043032,approve
APP_0008,0.8998912252664945,approve
APP_0009,0.856222224253994,approve
APP_0010,0.027580299009182206,deny
APP_0011,0.09305550979974914,deny
APP_0012,0.06461402509555712,deny
APP_0013,0.040438229568852305,deny
APP_0014,0.2167965837555702,deny
APP_0015,0.8603155059717643,approve
APP_0016,0.9260674518238556,approve
APP_0017,0.765484165542541,approve
APP_0018,0.7828512330754748,approve
APP_0019,0.8877821052516598,approve
APP_0020,0.720675080077305,approve
APP_0021,0.22514645967157837,deny
APP_0022,0.19405966767367314,deny
APP_0023,0.7648293029507467,approve
APP_0024,0.1606967388750396,deny
APP_0025,0.21990802679025812,deny
APP_0026,0.7685134669649784,approve
APP_0027,0.08831058312972455,deny
APP_0028,0.4484047836126377,deny
APP_0029,0.917239246217234,approve
APP_0030,0.8675175723915994,approve
APP_0031,0.1871544831283378,deny
APP_0032,0.8285798191807453,approve
APP_0033,0.19784760252769965,deny
APP_0034,0.18248203521966164,deny
APP_0035,0.9090329579152727,approve
APP_0036,0.24001359624464927,deny
APP_0037,0.10485115392747084,deny
APP_0038,0.1086766262541397,deny
APP_0039,0.8990602499049185,approve
APP_0040,0.15608025112480414,deny
APP_0041,0.5248994262895524,approve
APP_0042,0.7414571762587308,approve
APP_0043,0.855773598971505,approve
APP_0044,0.7183103372100159,approve
APP_0045,0.9129068832978807,approve
APP_0046,0.9384976300623222,approve
APP_0047,0.25130890086039376,deny
APP_0048,0.9102186639834694,approve
APP_0049,0.7975416757115853,approve
APP_0050,0.08974106865427524,deny
APP_0051,0.7131102277799364,approve
APP_0052,0.44779411209534864,deny
APP_0053,0.13707636793522704,deny
APP_0054,0.2611631394708758,deny
APP_0055,0.07109752172707533,deny
APP_0056,0.16594400655391936,deny
APP_0057,0.3874802056495102,deny
APP_0058,0.1595814271414659,deny
APP_0059,0.8509026623402819,approve
APP_0060,0.7106724178587237,approve
APP_0061,0.9441700666256057,approve
APP_0062,0.854417721166136,approve
APP_0063,0.965007863849092,approve
APP_0064,0.6548647128299839,approve
APP_0065,0.19960375790634208,deny
APP_0066,0.16920940037930415,deny
APP_0067,0.7851276925115522,approve
APP_0068,0.06424663909276096,deny
APP_0069,0.9009032378866767,approve
APP_0070,0.050039115726645086,deny
APP_0071,0.830034014045886,approve
APP_0072,0.040916516451207,deny
APP_0073,0.709109877381589,approve
APP_0074,0.8408776865314426,approve
APP_0075,0.29567170713491553,deny
APP_0076,0.9027833106815635,approve
APP_0077,0.7738654382911825,approve
APP_0078,0.7647616885782041,approve
APP_0079,0.7351944844899881,approve
APP_0080,0.4933686986571285,approve
APP_0081,0.16796779205609713,deny
APP_0082,0.872570973621167,approve
APP_0083,0.38263513667007604,deny
APP_0084,0.21201748151759595,deny
APP_0085,0.745585622273073,approve
APP_0086,0.8827217826034912,approve
APP_0087,0.768095363607888,approve
