application_id,score,decision,top_feature,shap,explanation
APP_0001,0.8007514160826519,approve,ITI,1.1886066958598163,ITI increased approval likelihood most
APP_0002,0.9314358997623907,approve,ITI,1.0463906429507879,ITI increased approval likelihood most
APP_0003,0.9607565796666856,approve,existing_debt,0.6333738817145809,existing_debt increased approval likelihood most
APP_0004,0.2637000312978586,deny,LTV,-0.6101477758689152,LTV decreased approval likelihood most
APP_0005,0.24133007089293673,deny,credit_score,-1.1969493732614545,credit_score decreased approval likelihood most
APP_0006,0.9001424146790814,approve,collateral_value,1.0261695676159928,collateral_value increased approval likelihood most
APP_0007,0.5344012515043032,approve,collateral_value,0.39221301157292365,collateral_value increased approval likelihood most
APP_0008,0.8998912252664945,approve,ITI,1.0460313740427902,ITI increased approval likelihood most
APP_0009,0.856222224253994,approve,assets_owned,2.2734136999399395,assets_owned increased approval likelihood most
APP_0010,0.027580299009182206,deny,assets_owned,-1.1060852509456796,assets_owned decreased approval likelihood most
APP_0011,0.09305550979974914,deny,credit_score,-1.242760915502327,credit_score decreased approval likelihood most
APP_0012,0.06461402509555712,deny,credit_score,-1.7409934611039368,credit_score decreased approval likelihood most
APP_0013,0.040438229568852305,deny,assets_owned,-0.7255544468993146,assets_owned decreased approval likelihood most
APP_0014,0.2167965837555702,deny,LTV,-0.3946982898088395,LTV decreased approval likelihood most
APP_0015,0.8603155059717643,approve,collateral_value,1.054499414121404,collateral_value increased approval likelihood most
APP_0016,0.9260674518238556,approve,credit_score,0.7358004959015926,credit_score increased approval likelihood most
APP_0017,0.765484165542541,approve,credit_score,0.5365846278336058,credit_score increased approval likelihood most
APP_0018,0.7828512330754748,approve,employment_years,0.29132857813142116,employment_years increased approval likelihood most
APP_0019,0.8877821052516598,approve,ITI,1.0572597516256383,ITI increased approval likelihood most
APP_0020,0.720675080077305,approve,loan_term_months,0.2553911103773926,loan_term_months increased approval likelihood most
APP_0021,0.22514645967157837,deny,assets_owned,-0.4306429426890023,assets_owned decreased approval likelihood most
APP_0022,0.19405966767367314,deny,credit_score,-0.39105411706229276,credit_score decreased approval likelihood most
APP_0023,0.7648293029507467,approve,collateral_value,0.4926550414759149,collateral_value increased approval likelihood most
APP_0024,0.1606967388750396,deny,collateral_value,-0.6972957912354687,collateral_value decreased approval likelihood most
APP_0025,0.21990802679025812,deny,loan_amount,-0.3821843188387276,loan_amount decreased approval likelihood most
APP_0026,0.7685134669649784,approve,employment_years,0.5162397696347728,employment_years increased approval likelihood most
APP_0027,0.08831058312972455,deny,loan_term_months,-0.7772390664355272,loan_term_months decreased approval likelihood most
APP_0028,0.4484047836126377,deny,credit_score,-0.8724191062715603,credit_score decreased approval likelihood most
APP_0029,0.917239246217234,approve,collateral_value,0.8106819531922865,collateral_value increased approval likelihood most
APP_0030,0.8675175723915994,approve,credit_score,0.7334039723428464,credit_score increased approval likelihood most
APP_0031,0.1871544831283378,deny,employment_years,-0.43364964972937775,employment_years decreased approval likelihood most
APP_0032,0.8285798191807453,approve,collateral_value,0.6177666367294827,collateral_value increased approval likelihood most
APP_0033,0.19784760252769965,deny,ITI,-0.4728230638205145,ITI decreased approval likelihood most
APP_0034,0.18248203521966164,deny,existing_debt,-0.77699658360108,existing_debt decreased approval likelihood most
APP_0035,0.9090329579152727,approve,credit_score,0.5706943818379674,credit_score increased approval likelihood most
APP_0036,0.24001359624464927,deny,employment_years,-0.4850257719057414,employment_years decreased approval likelihood most
APP_0037,0.10485115392747084,deny,loan_term_months,-0.9076843429125622,loan_term_months decreased approval likelihood most
APP_0038,0.1086766262541397,deny,loan_term_months,-0.9361934821079733,loan_term_months decreased approval likelihood most
APP_0039,0.8990602499049185,approve,credit_score,0.8064224761051604,credit_score increased approval likelihood most
APP_0040,0.15608025112480414,deny,loan_term_months,-0.6973241801649658,loan_term_months decreased approval likelihood most
APP_0041,0.5248994262895524,approve,credit_score,0.40316064000584373,credit_score increased approval likelihood most
APP_0042,0.7414571762587308,approve,collateral_value,0.7686943742150446,collateral_value increased approval likelihood most
APP_0043,0.855773598971505,approve,credit_score,0.6053784776062316,credit_score increased approval likelihood most
APP_0044,0.7183103372100159,approve,loan_amount,0.48742868003307244,loan_amount increased approval likelihood most
APP_0045,0.9129068832978807,approve,ITI,0.8526415833333474,ITI increased approval likelihood most
APP_0046,0.9384976300623222,approve,ITI,1.0572433306237785,ITI increased approval likelihood most
APP_0047,0.25130890086039376,deny,income,-0.9574869680993849,income decreased approval likelihood most
APP_0048,0.9102186639834694,approve,ITI,1.2078492480618606,ITI increased approval likelihood most
APP_0049,0.7975416757115853,approve,credit_score,0.6631762148083109,credit_score increased approval likelihood most
APP_0050,0.08974106865427524,deny,credit_score,-1.8728206724168928,credit_score decreased approval likelihood most
APP_0051,0.7131102277799364,approve,collateral_value,0.707452810382555,collateral_value increased approval likelihood most
APP_0052,0.44779411209534864,deny,assets_owned,-0.7205081373293996,assets_owned decreased approval likelihood most
APP_0053,0.13707636793522704,deny,loan_term_months,-0.8057025122398618,loan_term_months decreased approval likelihood most
APP_0054,0.2611631394708758,deny,credit_score,-0.23974936141922507,credit_score decreased approval likelihood most
APP_0055,0.07109752172707533,deny,credit_score,-1.2154449409299501,credit_score decreased approval likelihood most
APP_0056,0.16594400655391936,deny,loan_term_months,-0.8704102153525713,loan_term_months decreased approval likelihood most
APP_0057,0.3874802056495102,deny,credit_score,-0.5555867965592584,credit_score decreased approval likelihood most
APP_0058,0.1595814271414659,deny,existing_debt,-0.39222152821388917,existing_debt decreased approval likelihood most
APP_0059,0.8509026623402819,approve,collateral_value,-0.7639601308546069,collateral_value decreased approval likelihood most
APP_0060,0.7106724178587237,approve,credit_score,0.5943482890065817,credit_score increased approval likelihood most
APP_0061,0.9441700666256057,approve,assets_owned,1.2716860570257114,assets_owned increased approval likelihood most
APP_0062,0.854417721166136,approve,ITI,0.7643089984677027,ITI increased approval likelihood most
APP_0063,0.965007863849092,approve,collateral_value,1.0437726433267727,collateral_value increased approval likelihood most
APP_0064,0.6548647128299839,approve,credit_score,-1.1367245103323604,credit_score decreased approval likelihood most
APP_0065,0.19960375790634208,deny,LTV,-0.783230494139208,LTV decreased approval likelihood most
APP_0066,0.16920940037930415,deny,loan_term_months,-0.6970597163395622,loan_term_months decreased approval likelihood most
APP_0067,0.7851276925115522,approve,collateral_value,0.6408889380374407,collateral_value increased approval likelihood most
APP_0068,0.06424663909276096,deny,credit_score,-1.5183446068510071,credit_score decreased approval likelihood most
APP_0069,0.9009032378866767,approve,credit_score,0.810186573506238,credit_score increased approval likelihood most
APP_0070,0.050039115726645086,deny,loan_term_months,-1.0570331821125196,loan_term_months decreased approval likelihood most
APP_0071,0.830034014045886,approve,assets_owned,1.260697565639142,assets_owned increased approval likelihood most
APP_0072,0.040916516451207,deny,credit_score,-1.2209144660075737,credit_score decreased approval likelihood most
APP_0073,0.709109877381589,approve,loan_amount,0.517911459737503,loan_amount increased approval likelihood most
APP_0074,0.8408776865314426,approve,employment_years,0.9611320529800406,employment_years increased approval likelihood most
APP_0075,0.29567170713491553,deny,collateral_value,-0.7435644500346951,collateral_value decreased approval likelihood most
APP_0076,0.9027833106815635,approve,income,0.762935445015606,income increased approval likelihood most
APP_0077,0.7738654382911825,approve,ITI,1.3451060874996479,ITI increased approval likelihood most
APP_0078,0.7647616885782041,approve,employment_years,0.9483504836704079,employment_years increased approval likelihood most
