application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,current_loans,customer_type,DTI,LTV,CCR,ITI,CWI,currency_code,session_flagged,created_at,employment_years,debt_to_income,credit_history_length,num_delinquencies,requested_amount,loan_term_months,score,decision,rule_reasons,top_feature,proposed_loan_option,proposed_consolidation_loan
APP_0001,64,2448840000.0,0,1962912000.0,72,4130040000.0,car,0,501,7728000.0,6248256000.0,3,bank,0.003155779879453,0.4752767527675249,2.10403726708072,0.0111328901301382,1.1005531684871177,VND,False,:22:22,0,0.003155779879453,20,0,1962912000.0,72,0.8010747629377377,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": false, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": false, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 7728000.0, ""new_term_months"": 72, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0002,55,2936976000.0,9,1799688000.0,36,1304232000.0,land,0,304,679704000.0,1733184000.0,2,bank,0.231429878895842,1.3798833336400018,0.724698947817612,0.0170213625620176,0.0,VND,False,:22:22,9,0.231429878895842,6,0,1799688000.0,36,0.9894904941200836,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 679704000.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0003,35,2817120000.0,15,1392960000.0,72,1572984000.0,deposit,0,321,895080000.0,5672256000.0,4,bank,0.3177287442494435,0.8855525548892924,1.1292384562370583,0.0068675337459525,0.0881756838281433,VND,False,:22:22,15,0.3177287442494435,23,0,1392960000.0,72,0.9489058408573596,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": false, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 895080000.0, ""new_term_months"": 72, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0004,63,1003656000.0,27,2140992000.0,60,1678032000.0,car,0,484,661080000.0,4156176000.0,0,bank,0.658671895549854,1.275894619411292,0.7837637880010673,0.0355532174364567,0.0,VND,False,:22:22,27,0.658671895549854,9,0,2140992000.0,60,2.7854648899293715e-05,denied,"{""model_threshold"": false, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 661080000.0, ""new_term_months"": 60, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0005,42,3078144000.0,22,412440000.0,48,1009392000.0,real_estate,2,549,460728000.0,5516880000.0,0,non-bank,0.1496772080838311,0.4086024062009509,2.4473668897292726,0.002791454850657,1.2307290546016865,VND,False,:22:22,22,0.1496772080838311,6,0,412440000.0,48,0.9890873302838936,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 460728000.0, ""new_term_months"": 48, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0006,43,2208192000.0,23,2220000000.0,72,908256000.0,deposit,0,738,994248000.0,5498544000.0,4,bank,0.4502543257108028,2.4442447944191303,0.4091243243243199,0.013963157792848,0.0,VND,False,:22:22,23,0.4502543257108028,23,0,2220000000.0,72,0.18092065004911093,denied,"{""model_threshold"": false, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": false, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 994248000.0, ""new_term_months"": 72, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0007,40,1569240000.0,16,2058504000.0,48,1791024000.0,real_estate,0,373,445224000.0,3945720000.0,1,bank,0.2837195075323043,1.1493447323988804,0.8700609763206576,0.0273288343396203,0.0,VND,False,:22:22,16,0.2837195075323043,19,0,2058504000.0,48,0.016348928193620577,denied,"{""model_threshold"": false, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 445224000.0, ""new_term_months"": 48, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0008,27,2142648000.0,3,1268280000.0,60,4220832000.0,land,0,761,852624000.0,2031648000.0,1,bank,0.3979300379717015,0.3004810426001302,3.327996972277352,0.0098653628592505,1.2634780563594437,VND,False,:22:22,3,0.3979300379717015,20,0,1268280000.0,60,0.16231097147953527,denied,"{""model_threshold"": false, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 852624000.0, ""new_term_months"": 60, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0009,62,3500928000.0,11,1792128000.0,24,199056000.0,real_estate,0,428,556968000.0,3902232000.0,3,non-bank,0.1590915323022913,9.003134796237159,0.1110724233983272,0.0213292018564472,0.0,VND,False,:22:22,11,0.1590915323022913,29,0,1792128000.0,24,0.9993979228087996,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 556968000.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0010,21,3172704000.0,29,1306224000.0,72,1497192000.0,real_estate,0,376,31872000.0,5994456000.0,0,bank,0.010045689733426,0.8724492249490908,1.146198508065977,0.005718150826471,0.1447298432144901,VND,False,:22:22,29,0.010045689733426,11,0,1306224000.0,72,0.9914796511891657,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": false, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 31872000.0, ""new_term_months"": 72, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0011,28,3101088000.0,1,732768000.0,48,471360000.0,deposit,1,684,636600000.0,6995784000.0,2,bank,0.205282791072035,1.5545824847249716,0.6432595309838647,0.0049227883890047,0.0,VND,False,:22:22,1,0.205282791072035,25,0,732768000.0,48,0.9926496880581085,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": false, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 636600000.0, ""new_term_months"": 48, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0012,31,1988376000.0,26,1943688000.0,60,2779320000.0,real_estate,1,725,59328000.0,6695424000.0,1,bank,0.0298374150563068,0.69933940676136,1.4299208514946666,0.0162920896246281,0.4170931246072799,VND,False,:22:22,26,0.0298374150563068,9,0,1943688000.0,60,0.23007182943484306,denied,"{""model_threshold"": false, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 59328000.0, ""new_term_months"": 60, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0013,33,2952408000.0,20,680688000.0,36,1346760000.0,land,1,632,1117128000.0,1503000000.0,0,bank,0.378378598079937,0.5054263565891383,1.9785276073618931,0.0064042639091462,0.6082737031058182,VND,False,:22:22,20,0.378378598079937,17,2,680688000.0,36,0.986251279594305,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 1117128000.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0014,26,1755264000.0,8,836928000.0,72,3841416000.0,land,2,363,721848000.0,4397856000.0,4,bank,0.4112475388317598,0.2178696605626661,4.589900206469243,0.0066223656383532,1.3814434868942442,VND,False,:22:22,8,0.4112475388317598,17,1,836928000.0,72,0.05195709650586142,denied,"{""model_threshold"": false, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": false, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 721848000.0, ""new_term_months"": 72, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0015,21,2658480000.0,23,1303968000.0,12,2887752000.0,real_estate,2,363,446424000.0,967968000.0,0,bank,0.1679245283018852,0.451551241242319,2.2145880880512,0.0408744846645239,1.0106289562841355,VND,False,:22:22,23,0.1679245283018852,6,0,1303968000.0,12,0.9247477577634338,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 446424000.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0016,50,2518680000.0,25,2029224000.0,12,3803856000.0,real_estate,2,514,583416000.0,4895856000.0,0,non-bank,0.2316356186573897,0.5334649892109448,1.874537261534436,0.0671391363674252,0.6719632819199814,VND,False,:22:22,25,0.2316356186573897,5,1,2029224000.0,12,0.6687959192131828,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 583416000.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0017,63,1349376000.0,1,995328000.0,48,3117648000.0,deposit,0,547,742992000.0,7146648000.0,3,bank,0.5506189527603773,0.3192560545642074,3.132282021604863,0.0153671030161849,0.917740281305907,VND,False,:22:22,1,0.5506189527603773,6,0,995328000.0,48,0.0012287136962380186,denied,"{""model_threshold"": false, ""max_dti"": false, ""min_emp_years"": false, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 742992000.0, ""new_term_months"": 48, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0018,26,1399368000.0,3,1246632000.0,60,2212080000.0,land,0,849,312216000.0,605928000.0,4,non-bank,0.2231121477695607,0.5635564717370015,1.774445064782516,0.014847559755299,0.6016569630493758,VND,False,:22:22,3,0.2231121477695607,20,0,1246632000.0,60,0.00911382936049839,denied,"{""model_threshold"": false, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 312216000.0, ""new_term_months"": 60, ""note"": ""Consolidate existing debt to improve affordability.""}"
