application_id,score,decision,top_feature,shap,explanation
APP_0009,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0011,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0020,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0024,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0062,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0066,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0070,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0072,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0088,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0095,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0115,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0125,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0129,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0142,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0149,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0151,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0165,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0169,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0171,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0172,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0185,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0186,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0188,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
APP_0196,0.3333333333333333,deny,age,0.0,age decreased approval likelihood most
