application_id,score
APP_0001,3.2118246616309726e-30
APP_0002,1.8539803143115726e-90
APP_0003,1.0
APP_0004,0.9999999999988047
APP_0005,4.558131750342321e-23
APP_0006,4.785381557028554e-35
APP_0007,2.8567492210975843e-86
APP_0008,1.0
APP_0009,0.999999999999887
APP_0010,1.1483825766645397e-49
APP_0011,3.516098813220577e-37
APP_0012,1.0
APP_0013,1.0
APP_0014,1.3715560313998152e-21
APP_0015,1.6832623320563222e-57
APP_0016,0.9999999999999918
APP_0017,0.9999999999998785
APP_0018,0.9763868189728366
APP_0019,3.2200076548367423e-99
APP_0020,9.969038425129239e-28
APP_0021,0.9999999989079906
APP_0022,1.0
APP_0023,1.7701947564897978e-12
APP_0024,5.014879193811171e-50
APP_0025,4.305907636431521e-09
APP_0026,5.0307907867239625e-82
APP_0027,7.997536656688374e-96
APP_0028,0.9999999999999876
APP_0029,1.0
APP_0030,1.0
APP_0031,0.959929723623893
APP_0032,3.2013510625493257e-108
APP_0033,1.0
APP_0034,1.0244408380995755e-22
APP_0035,3.1320598561166798e-58
APP_0036,1.0
APP_0037,1.0
APP_0038,1.0
APP_0039,1.6405045910972334e-65
APP_0040,1.0
APP_0041,1.3428676705791675e-31
APP_0042,2.3834678268279548e-14
APP_0043,1.0
APP_0044,0.9999999999999971
APP_0045,5.484733958493043e-78
APP_0046,2.0263033181185036e-54
APP_0047,1.8921745705521313e-39
APP_0048,1.0
APP_0049,1.0
APP_0050,1.0360764827408277e-40
APP_0051,1.0
APP_0052,1.0
APP_0053,2.416629599981098e-36
APP_0054,2.8007433568566995e-34
APP_0055,1.0
APP_0056,0.004355124324298978
APP_0057,1.2282497701165446e-87
APP_0058,1.0
APP_0059,0.9736135650706367
APP_0060,7.525579665185961e-12
APP_0061,1.0
APP_0062,1.0
APP_0063,1.0630627508295292e-50
APP_0064,5.077056448512948e-34
APP_0065,3.014671960730762e-79
APP_0066,0.9999999999988325
APP_0067,6.2910229825171984e-40
APP_0068,3.404107645766583e-50
APP_0069,1.0
APP_0070,7.913096693807733e-35
APP_0071,7.58778750273722e-24
APP_0072,5.0336809136693125e-28
APP_0073,1.6185335290418507e-61
APP_0074,2.0897729559514193e-89
APP_0075,1.0
APP_0076,2.1442996762808244e-95
APP_0077,1.2669010279597034e-51
APP_0078,0.9999999999999925
APP_0079,2.15074768890348e-86
APP_0080,0.9999999999999982
APP_0081,1.0
APP_0082,0.9999999999999949
APP_0083,2.7912517106278594e-58
APP_0084,5.271990546481617e-112
APP_0085,1.0
APP_0086,2.0536579783399914e-48
APP_0087,1.0
APP_0088,7.123925899330742e-73
APP_0089,2.7062084325249675e-82
APP_0090,1.0
APP_0091,1.0
APP_0092,1.0
APP_0093,1.0
APP_0094,6.410937898118565e-68
APP_0095,1.0
APP_0096,0.9999999999999944
APP_0097,1.5223935945848623e-83
APP_0098,1.5275312823110716e-84
APP_0099,1.0
APP_0100,1.1691708061456818e-58
