application_id,score,decision
APP_0001,0.45160179614606,approved
APP_0002,0.42270006274784633,denied
APP_0003,0.75063303839567,approved
APP_0004,0.4692924823982809,approved
APP_0005,0.6836764077181798,approved
APP_0006,0.39439987282501804,denied
APP_0007,0.12034216103396898,denied
APP_0008,0.7875667470588198,approved
APP_0009,0.25810114973477033,denied
APP_0010,0.3398424815472005,denied
APP_0011,0.7953397819789371,approved
APP_0012,0.64034990533544,approved
APP_0013,0.48000760393989916,approved
APP_0014,0.34313368499161384,denied
APP_0015,0.6860768393900653,approved
APP_0016,0.5043130925536563,approved
APP_0017,0.9272798524464962,approved
APP_0018,0.6464880195756568,approved
APP_0019,0.31446746405091486,denied
APP_0020,0.59924785090772,approved
APP_0021,0.4475063792946378,denied
APP_0022,0.6562257963148798,approved
APP_0023,0.27929643839806895,denied
APP_0024,0.6522933741118937,approved
APP_0025,0.45071649736387737,approved
APP_0026,0.7274133122579969,approved
APP_0027,0.5303998133220033,approved
APP_0028,0.7724500055636893,approved
APP_0029,0.4555779548675904,approved
APP_0030,0.14795234258161838,denied
APP_0031,0.45528523552115613,approved
APP_0032,0.5232163783824305,approved
APP_0033,0.773820672899358,approved
APP_0034,0.05103700958741056,denied
APP_0035,0.6552223040378793,approved
APP_0036,0.4585675648591698,approved
APP_0037,0.36066954366084847,denied
APP_0038,0.8671732616441143,approved
APP_0039,0.7681400657852938,approved
APP_0040,0.927754602849742,approved
APP_0041,0.584422437962919,approved
APP_0042,0.8085001388125976,approved
APP_0043,0.414967851412753,denied
APP_0044,0.5560474005847333,approved
APP_0045,0.23295206468550358,denied
APP_0046,0.4668420499466744,approved
APP_0047,0.25546296227329934,denied
APP_0048,0.3888175992192557,denied
APP_0049,0.8141147736964389,approved
APP_0050,0.3154895382524783,denied
APP_0051,0.3807963832212558,denied
APP_0052,0.8889486444876455,approved
APP_0053,0.5592607957111276,approved
APP_0054,0.18780521566666647,denied
APP_0055,0.5984177042241517,approved
APP_0056,0.27856706789148594,denied
APP_0057,0.6781812227417008,approved
APP_0058,0.6179402252098621,approved
APP_0059,0.2755241002643055,denied
APP_0060,0.5412844669824028,approved
APP_0061,0.23487376655214293,denied
APP_0062,0.409890247259177,denied
APP_0063,0.5023989875159424,approved
APP_0064,0.6389860225196983,approved
APP_0065,0.5527281028081567,approved
APP_0066,0.6084319891830711,approved
APP_0067,0.7105284693434885,approved
APP_0068,0.7389766617655688,approved
APP_0069,0.7235644265102057,approved
APP_0070,0.6221380960320828,approved
APP_0071,0.741119406078327,approved
APP_0072,0.4589816774323226,approved
APP_0073,0.45448769259685473,approved
APP_0074,0.231371094920302,denied
APP_0075,0.7858781913425186,approved
APP_0076,0.4679778858462944,approved
APP_0077,0.35241599814573626,denied
APP_0078,0.8146610270520162,approved
APP_0079,0.060002382680000105,denied
APP_0080,0.09476676729863343,denied
APP_0081,0.7921672327724484,approved
APP_0082,0.6436155984012635,approved
APP_0083,0.73264974447253,approved
APP_0084,0.5856154397390437,approved
APP_0085,0.8572018742714452,approved
APP_0086,0.7173627393458917,approved
APP_0087,0.7609975820996759,approved
APP_0088,0.18110540824353885,denied
APP_0089,0.26900243637461235,denied
APP_0090,0.5393879278626398,approved
APP_0091,0.4341380122625728,denied
APP_0092,0.9522938781600534,approved
APP_0093,0.9605717823262412,approved
APP_0094,0.11114979007994555,denied
APP_0095,0.9407885705369325,approved
APP_0096,0.9624783544223886,approved
APP_0097,0.7067839871122973,approved
APP_0098,0.44765437802575353,denied
APP_0099,0.540333412594193,approved
APP_0100,0.42155005490224895,denied
APP_0101,0.7101178182347887,approved
APP_0102,0.5735945292843374,approved
APP_0103,0.5077835122204636,approved
APP_0104,0.5563039252949691,approved
APP_0105,0.5372667430817888,approved
APP_0106,0.8703907720004409,approved
APP_0107,0.8018478475669807,approved
APP_0108,0.6934254122124958,approved
APP_0109,0.7865049283774909,approved
APP_0110,0.3980612978376993,denied
APP_0111,0.8588182655778848,approved
APP_0112,0.25537781393961967,denied
APP_0113,0.6164769987846865,approved
APP_0114,0.3819027913808621,denied
APP_0115,0.4177056317108908,denied
APP_0116,0.4587532962212748,approved
APP_0117,0.5142245911017386,approved
APP_0118,0.8859434719658102,approved
APP_0119,0.6968970143409905,approved
APP_0120,0.01216209883348747,denied
APP_0121,0.6368295230920729,approved
APP_0122,0.34691134349402347,denied
APP_0123,0.6418379154553787,approved
APP_0124,0.5185871667985217,approved
APP_0125,0.5997524966676009,approved
APP_0126,0.30597525836023787,denied
APP_0127,0.609526111150318,approved
APP_0128,0.41140138107457025,denied
APP_0129,0.5708029460810674,approved
APP_0130,0.4052499254452707,denied
APP_0131,0.7245262735589713,approved
APP_0132,0.2727704564158045,denied
APP_0133,0.6128327291623038,approved
APP_0134,0.3969034504866357,denied
APP_0135,0.5851049964736703,approved
APP_0136,0.27475684438907577,denied
APP_0137,0.3391645741456958,denied
APP_0138,0.3129593237743615,denied
APP_0139,0.7433647823577082,approved
APP_0140,0.625271843663068,approved
APP_0141,0.34511522548090634,denied
APP_0142,0.9092540488306875,approved
APP_0143,0.5403875784581668,approved
APP_0144,0.8330215424880577,approved
APP_0145,0.49574109304290037,approved
APP_0146,0.4767143784103614,approved
APP_0147,0.7336605445473494,approved
APP_0148,0.5888519837730843,approved
APP_0149,0.5718422190409527,approved
APP_0150,0.5097408613297032,approved
APP_0151,0.6877211148696329,approved
APP_0152,0.48383559464547604,approved
APP_0153,0.39874012736526865,denied
APP_0154,0.6370606490679729,approved
APP_0155,0.6633712193612995,approved
APP_0156,0.01586396322495526,denied
APP_0157,0.1935757743076635,denied
APP_0158,0.6699997765425668,approved
APP_0159,0.5959822398590054,approved
APP_0160,0.4604585180880996,approved
APP_0161,0.2579005123391404,denied
APP_0162,0.6768518154419882,approved
APP_0163,0.7489867384037715,approved
APP_0164,0.977502678703975,approved
APP_0165,0.6786374354586769,approved
APP_0166,0.45453525437414,approved
APP_0167,0.6277382268313408,approved
APP_0168,0.37476059895694513,denied
APP_0169,0.2871811671472934,denied
APP_0170,0.6711993311068144,approved
APP_0171,0.6408457669797347,approved
APP_0172,0.6117160554173356,approved
APP_0173,0.6812633335165369,approved
APP_0174,0.29671762349597985,denied
APP_0175,0.5186073674054614,approved
APP_0176,0.30810273302303365,denied
APP_0177,0.13112870832741846,denied
APP_0178,0.2947991035757851,denied
APP_0179,0.38406776116095187,denied
APP_0180,0.4105961777615857,denied
APP_0181,0.538635462108586,approved
APP_0182,0.14648903891009585,denied
APP_0183,0.712125322914787,approved
APP_0184,0.5382952545108153,approved
APP_0185,0.6415395993269947,approved
APP_0186,0.6099211080339527,approved
APP_0187,0.5462943227050598,approved
APP_0188,0.6460438604409267,approved
APP_0189,0.26258664663063547,denied
APP_0190,0.6896470181285143,approved
APP_0191,0.38627151498696743,denied
APP_0192,0.9364900031805112,approved
APP_0193,0.4323329244292624,denied
APP_0194,0.36594365190887607,denied
APP_0195,0.39103974259995666,denied
APP_0196,0.2651817614384537,denied
APP_0197,0.3510880243864756,denied
APP_0198,0.14253920435157086,denied
APP_0199,0.6885657665778758,approved
APP_0200,0.4166595451758744,denied
